curie	label	clinical_drug_form	rxcui
DRON:00034699	clavulanic acid 1 MG/ML / ticarcillin 15 MG/ML Injectable Solution	DRON:00031574	105167
DRON:00034700	cefadroxil 25 MG/ML Oral Suspension	DRON:00021173	105170
DRON:00034701	cefadroxil 100 MG/ML Oral Suspension	DRON:00021173	105171
DRON:00034702	cefuroxime 12.5 MG/ML Oral Suspension	DRON:00021192	105189
DRON:00034703	Tetracycline 250 MG Extended Release Capsule	DRON:00027547	105219
DRON:00034704	lymecycline 408 MG Oral Capsule	DRON:00022315	105224
DRON:00034705	minocycline 100 MG Extended Release Oral Capsule	DRON:00027548	105227
DRON:00034706	Nystatin 250000 UNT / Tetracycline 250 MG Oral Tablet	DRON:00027549	105233
DRON:00034707	rosoxacin 150 MG Oral Capsule	DRON:00023327	105263
DRON:00034708	chloramphenicol 25 MG/ML Oral Suspension	DRON:00021220	105265
DRON:00034709	colistin 1500000 UNT Oral Tablet	DRON:00021433	105268
DRON:00034710	sulfalene 2000 MG Oral Tablet	DRON:00027299	105285
DRON:00034711	ethambutol 250 MG / isoniazid 100 MG Oral Tablet	DRON:00022181	105291
DRON:00034712	isoniazid 10 MG/ML Oral Solution	DRON:00027300	105292
DRON:00034713	isoniazid 25 MG/ML Injectable Solution	DRON:00020644	105293
DRON:00034714	dapsone 50 MG Oral Tablet	DRON:00021489	105297
DRON:00034715	metronidazole 40 MG/ML Oral Suspension	DRON:00022521	105304
DRON:00034716	flucytosine 10 MG/ML Injectable Solution	DRON:00024362	105320
DRON:00034717	miconazole 250 MG Oral Tablet	DRON:00022546	105326
DRON:00034718	zidovudine 250 MG Oral Capsule	DRON:00023782	105331
DRON:00034719	chloroquine 40 MG/ML Injectable Solution	DRON:00021246	105334
DRON:00034720	dapsone 100 MG / pyrimethamine 12.5 MG Oral Tablet	DRON:00021490	105337
DRON:00034721	quinine 125 MG Oral Tablet	DRON:00023271	105338
DRON:00034722	diloxanide 500 MG Oral Tablet	DRON:00021628	105341
DRON:00034723	diloxanide 250 MG Oral Tablet	DRON:00021628	105342
DRON:00034724	mebendazole 100 MG Chewable Tablet	DRON:00022366	105347
DRON:00034725	albendazole 400 MG Oral Tablet	DRON:00020499	105352
DRON:00034726	gliquidone 30 MG Oral Tablet	DRON:00025138	105374
DRON:00034727	Triiodothyronine 0.02 MG/ML Injectable Solution	DRON:00025782	105380
DRON:00034728	carbimazole 20 MG Oral Tablet	DRON:00021132	105383
DRON:00034729	iodine 130 MG/ML Oral Solution	DRON:00022167	105384
DRON:00034730	betamethasone 0.5 MG Disintegrating Oral Tablet	DRON:00027303	105389
DRON:00034731	dexamethasone 5 MG/ML Injectable Solution	DRON:00021518	105394
DRON:00034732	Methylprednisolone 125 MG/ML Injectable Solution	DRON:00025476	105403
DRON:00034733	methylprednisolone 50 MG/ML Injectable Solution	DRON:00025476	105404
DRON:00034734	prednisolone 2.5 MG Delayed Release Oral Tablet	DRON:00023130	105408
DRON:00034735	prednisolone 5 MG Delayed Release Oral Tablet	DRON:00023130	105409
DRON:00034736	prednisolone 5 MG Disintegrating Oral Tablet	DRON:00027302	105410
DRON:00034737	prednisolone 2.5 MG Oral Tablet	DRON:00023136	105411
DRON:00034738	stanozolol 5 MG Oral Tablet	DRON:00023445	105433
DRON:00034739	cyclofenil 100 MG Oral Tablet	DRON:00027640	105435
DRON:00034740	terlipressin 0.2 MG/ML Injectable Solution	DRON:00025838	105440
DRON:00034741	gonadorelin 0.1 MG/ML / thyrotropin-releasing hormone 0.2 MG/ML Injectable Solution	DRON:00027312	105448
DRON:00034742	gonadorelin 0.5 MG/ML Injectable Solution	DRON:00025503	105449
DRON:00034743	Thyrotropin-Releasing Hormone 0.1 MG/ML Injectable Solution	DRON:00026733	105451
DRON:00034744	trilostane 120 MG Oral Capsule	DRON:00023680	105455
DRON:00034745	dinoprostone 1 MG/ML Injectable Solution	DRON:00021649	105459
DRON:00034746	dinoprostone 10 MG/ML Injectable Solution	DRON:00021649	105460
DRON:00034747	dinoprostone 10 MG/ML Irrigation Solution	DRON:00027641	105461
DRON:00034748	ergonovine 0.25 MG Oral Tablet	DRON:00021794	105463
DRON:00034749	ergonovine 0.5 MG Oral Tablet	DRON:00021794	105464
DRON:00034750	gemeprost 1 MG Vaginal Suppository	DRON:00028910	105466
DRON:00034751	clotrimazole 100 MG/ML Vaginal Cream	DRON:00026207	105476
DRON:00034752	Povidone-Iodine 200 MG Vaginal Tablet	DRON:00027315	105487
DRON:00034753	povidone-iodine 0.1 MG/MG Vaginal Gel	DRON:00025867	105488
DRON:00034754	ethinyl estradiol 0.03 MG / ethynodiol 2 MG Oral Tablet	DRON:00021855	105493
DRON:00034755	levonorgestrel 0.03 MG Oral Tablet	DRON:00022257	105510
DRON:00034756	levonorgestrel 0.0375 MG Oral Tablet	DRON:00022257	105512
DRON:00034757	Nonoxynol-9 0.05 MG/MG Vaginal Suppository	DRON:00023973	105515
DRON:00034758	octoxynol 0.01 MG/MG Vaginal Gel	DRON:00025870	105517
DRON:00034759	carbachol 2 MG Oral Tablet	DRON:00021119	105521
DRON:00034760	distigmine 0.5 MG/ML Injectable Solution	DRON:00027304	105522
DRON:00034761	sodium bicarbonate 13.1 MG/ML / sodium citrate 4.7 MG/ML Oral Solution	DRON:00027666	105533
DRON:00034762	sodium citrate 30 MG/ML Irrigation Solution	DRON:00027305	105537
DRON:00034763	methyltestosterone 5 MG / pemoline 10 MG / yohimbine 5 MG Oral Capsule	DRON:00027306	105548
DRON:00034764	mitobronitol 125 MG Oral Tablet	DRON:00027307	105566
DRON:00034765	treosulfan 250 MG Oral Capsule	DRON:00023652	105567
DRON:00034766	aclarubicin 2 MG/ML Injectable Solution	DRON:00026608	105578
DRON:00034767	fluorouracil 50 MG/ML Topical Cream	DRON:00026244	105583
DRON:00034768	fluorouracil 250 MG Oral Capsule	DRON:00021951	105584
DRON:00034769	methotrexate 2.5 MG Oral Tablet	DRON:00022469	105585
DRON:00034770	methotrexate 10 MG Oral Tablet	DRON:00022469	105586
DRON:00034771	methotrexate 100 MG/ML Injectable Solution	DRON:00022468	105589
DRON:00034772	amsacrine 5 MG/ML Injectable Solution	DRON:00025787	105600
DRON:00034773	razoxane 125 MG Oral Tablet	DRON:00027308	105606
DRON:00034774	fosfestrol 55.2 MG/ML Injectable Solution	DRON:00027642	105620
DRON:00034775	gestronol 100 MG/ML Injectable Solution	DRON:00027316	105625
DRON:00034776	buserelin 0.1 MG/ACTUAT Nasal Spray	DRON:00027313	105629
DRON:00034777	ferrous fumarate 305 MG Oral Capsule	DRON:00021903	105650
DRON:00034778	ferrous sulfate 304 MG Oral Tablet	DRON:00021916	105651
DRON:00034779	ferrous fumarate 290 MG Oral Capsule	DRON:00021903	105653
DRON:00034780	ferrous sulfate 12 MG/ML Oral Solution	DRON:00021918	105657
DRON:00034781	ferrous sulfate 150 MG / folic acid 0.5 MG Extended Release Oral Capsule	DRON:00031023	105659
DRON:00034782	ferrous fumarate 330 MG / folic acid 0.35 MG Extended Release Oral Capsule	DRON:00031024	105660
DRON:00034783	ferrous sulfate 325 MG / folic acid 0.35 MG Extended Release Oral Tablet	DRON:00031025	105661
DRON:00034784	ferrous fumarate 308 MG / folic acid 0.35 MG Oral Tablet	DRON:00031026	105662
DRON:00034785	ferrous fumarate 305 MG / folic acid 0.4 MG Oral Tablet	DRON:00031026	105663
DRON:00034786	ferrous fumarate 305 MG / folic acid 0.35 MG Oral Capsule	DRON:00031027	105664
DRON:00034787	ferrous fumarate 304 MG / folic acid 0.35 MG Oral Tablet	DRON:00031026	105666
DRON:00034788	ascorbic acid 10 MG / ferrous gluconate 250 MG / folic acid 5 MG Oral Tablet	DRON:00031028	105668
DRON:00034789	vitamin B12 0.05 MG Oral Tablet	DRON:00021452	105686
DRON:00034790	vitamin B12 0.007 MG/ML Oral Solution	DRON:00020441	105687
DRON:00034791	leucovorin 7.5 MG/ML Injectable Solution	DRON:00022241	105691
DRON:00034792	Potassium Chloride 7.5 MG/ML Oral Solution	DRON:00023088	105706
DRON:00034793	sodium chloride 300 MG Oral Tablet	DRON:00023406	105711
DRON:00034794	calcium gluconate 600 MG Oral Tablet	DRON:00021096	105733
DRON:00034795	calcium lactate 300 MG Oral Tablet	DRON:00021099	105735
DRON:00034796	calcium carbonate 1260 MG Chewable Tablet	DRON:00021073	105737
DRON:00034797	durapatite 830 MG Oral Tablet	DRON:00027318	105740
DRON:00034798	sodium fluoride 3.67 MG/ML Oral Solution	DRON:00023412	105751
DRON:00034799	zinc sulfate 61.8 MG Extended Release Oral Capsule	DRON:00026597	105757
DRON:00034800	4-aminobenzoic acid 15 MG/ML Oral Solution	DRON:00025618	105766
DRON:00034801	Ergocalciferol 7.5 MG/ML Injectable Solution	DRON:00021779	105782
DRON:00034802	vitamin E 100 MG/ML Oral Suspension	DRON:00027332	105784
DRON:00034803	trientine 300 MG Oral Capsule	DRON:00023670	105792
DRON:00034804	salsalate 500 MG Oral Capsule	DRON:00023344	105798
DRON:00034805	etodolac 200 MG Oral Tablet	DRON:00021866	105828
DRON:00034806	fenbufen 300 MG Oral Capsule	DRON:00021884	105833
DRON:00034807	fenbufen 300 MG Oral Tablet	DRON:00021885	105834
DRON:00034808	flurbiprofen 100 MG Rectal Suppository	DRON:00021970	105845
DRON:00034809	indomethacin 50 MG Extended Release Oral Tablet	DRON:00022155	105864
DRON:00034810	indomethacin 25 MG Extended Release Oral Tablet	DRON:00022155	105866
DRON:00034811	naproxen 250 MG Delayed Release Oral Tablet	DRON:00022626	105918
DRON:00034812	phenylbutazone 200 MG Oral Tablet	DRON:00022946	105925
DRON:00034813	piroxicam 20 MG Rectal Suppository	DRON:00023059	105942
DRON:00034814	acemetacin 60 MG Oral Capsule	DRON:00020667	105949
DRON:00034815	nabumetone 100 MG/ML Oral Suspension	DRON:00022595	105953
DRON:00034816	tenoxicam 20 MG Oral Tablet	DRON:00023514	105954
DRON:00034817	carisoprodol 125 MG Oral Tablet	DRON:00021146	105974
DRON:00034818	felbinac 31.7 MG/ML Topical Foam	DRON:00027419	105996
DRON:00034819	ketoprofen 0.025 MG/MG Topical Gel	DRON:00026471	105999
DRON:00034820	piroxicam 0.005 MG/MG Topical Gel	DRON:00026472	106002
DRON:00034821	clobetasone 1 MG/ML Ophthalmic Solution	DRON:00027480	106021
DRON:00034822	fluorometholone 1 MG/ML / neomycin 5 MG/ML Ophthalmic Solution	DRON:00026018	106022
DRON:00034823	oxyphenbutazone 0.1 MG/MG Ophthalmic Ointment	DRON:00027335	106024
DRON:00034824	guanethidine 50 MG/ML Ophthalmic Solution	DRON:00026019	106044
DRON:00034825	Tetracaine 20 MG/ML Ophthalmic Solution	DRON:00023538	106058
DRON:00034826	cocaine 40 MG/ML Ophthalmic Solution	DRON:00026013	106059
DRON:00034827	aluminum acetate 130 MG/ML Otic Solution	DRON:00026020	106075
DRON:00034828	aluminum acetate 80 MG/ML Otic Solution	DRON:00026020	106076
DRON:00034829	hydrocortisone 10 MG/ML / neomycin 5 MG/ML Topical Cream	DRON:00026255	106078
DRON:00034830	choline 200 MG/ML / glycerin 126 MG/ML Otic Solution	DRON:00025996	106085
DRON:00034831	chlorobutanol 50 MG/ML / dichlorobenzene 20 MG/ML / peanut oil 570 MG/ML Otic Solution	DRON:00025997	106091
DRON:00034832	carbamide peroxide 50 MG/ML Otic Solution	DRON:00027667	106092
DRON:00034833	Cromoglycate 10 MG/ACTUAT Nasal Inhalant	DRON:00027336	106096
DRON:00034834	carboxymethylcellulose 0.166 MG/MG Oral Paste	DRON:00027682	106113
DRON:00034835	anthraquinone glycoside 5 MG/ML / salicylic acid 10 MG/ML Mucous Membrane Topical Solution	DRON:00027897	106119
DRON:00034836	benzocaine 10 MG / cetylpyridinium chloride 1.4 MG Oral Lozenge	DRON:00023929	106135
DRON:00034837	benzocaine 1 MG Oral Spray	DRON:00027339	106136
DRON:00034838	benzocaine 5 MG / tyrothricin 1 MG Oral Lozenge	DRON:00027340	106137
DRON:00034839	benzocaine 0.02 MG/MG / chloroxylenol 0.00106 MG/MG Oral Gel	DRON:00027341	106139
DRON:00034840	ascorbic acid 6 MG / clioquinol 35 MG Oral Lozenge	DRON:00027343	106141
DRON:00034841	hexetidine 1 MG/ML Mouthwash	DRON:00027847	106158
DRON:00034842	sodium perborate 686 MG/ML Mouthwash	DRON:00027930	106161
DRON:00034843	gastric mucins 35 MG/ML Oral Spray	DRON:00027349	106169
DRON:00034844	mucins 63 MG / xylitol 39 MG Oral Lozenge	DRON:00027668	106170
DRON:00034845	urea 100 MG/ML Topical Cream	DRON:00030441	106199
DRON:00034846	lactic acid 50 MG/ML / urea 100 MG/ML Topical Cream	DRON:00027350	106200
DRON:00034847	calamine 40 MG/ML Topical Cream	DRON:00027351	106214
DRON:00034848	calamine 0.15 MG/MG Topical Ointment	DRON:00027352	106217
DRON:00034849	crotamiton 100 MG/ML Topical Lotion	DRON:00026407	106219
DRON:00034850	lidocaine 20 MG/ML Topical Cream	DRON:00026279	106222
DRON:00034851	benzocaine 30 MG/ML Topical Cream	DRON:00020422	106224
DRON:00034852	benzocaine 10 MG/ML / triclosan 2 MG/ML Topical Spray	DRON:00027194	106225
DRON:00034853	benzocaine 10 MG/ML / triclosan 2 MG/ML Topical Lotion	DRON:00027354	106226
DRON:00034854	benzocaine 10 MG/ML / triclosan 2 MG/ML Topical Cream	DRON:00027355	106227
DRON:00034855	clioquinol 30 MG/ML / hydrocortisone 10 MG/ML Topical Cream	DRON:00026199	106234
DRON:00034856	clotrimazole 10 MG/ML / hydrocortisone 10 MG/ML Topical Cream	DRON:00026204	106238
DRON:00034857	betamethasone 0.5 MG/ML / salicylic acid 30 MG/ML Topical Lotion	DRON:00027405	106241
DRON:00034858	betamethasone 0.001 MG/MG / clioquinol 0.03 MG/MG Topical Ointment	DRON:00025322	106242
DRON:00034859	betamethasone 1 MG/ML / clioquinol 30 MG/ML Topical Cream	DRON:00026157	106243
DRON:00034860	clobetasone butyrate 0.5 MG/ML Topical Cream	DRON:00028543	106244
DRON:00034861	clobetasone butyrate 0.0005 MG/MG Topical Ointment	DRON:00028544	106245
DRON:00034862	Chlorquinaldol 0.03 MG/MG / Hydrocortisone 0.001 MG/MG Topical Ointment	DRON:00025430	106246
DRON:00034863	Chlorquinaldol 30 MG/ML / Hydrocortisone 1 MG/ML Topical Cream	DRON:00026193	106247
DRON:00034864	hydrocortisone 1 MG/ML Topical Cream	DRON:00026253	106248
DRON:00034865	Hydrocortisone 0.001 MG/MG Topical Ointment	DRON:00022100	106250
DRON:00034866	hydrocortisone 10 MG/ML Topical Cream	DRON:00026253	106258
DRON:00034867	coal tar 0.075 MG/MG Paste	DRON:00027357	106262
DRON:00034868	anthralin 0.002 MG/MG Topical Ointment	DRON:00023814	106284
DRON:00034869	anthralin 0.015 MG/MG Topical Ointment	DRON:00023814	106285
DRON:00034870	anthralin 0.002 MG/MG Paste	DRON:00024212	106286
DRON:00034871	anthralin 0.005 MG/MG Paste	DRON:00024212	106287
DRON:00034872	aluminum oxide 0.522 MG/MG Paste	DRON:00027451	106295
DRON:00034873	aluminum oxide 0.381 MG/MG Paste	DRON:00027451	106296
DRON:00034874	benzoyl peroxide 100 MG/ML / oxyquinoline sulfate 5 MG/ML Topical Cream	DRON:00026151	106298
DRON:00034875	tretinoin 0.25 MG/ML Topical Cream	DRON:00026362	106302
DRON:00034876	tretinoin 0.5 MG/ML Topical Cream	DRON:00026362	106303
DRON:00034877	tretinoin 0.25 MG/ML Topical Lotion	DRON:00027393	106304
DRON:00034878	erythromycin 40 MG/ML / zinc acetate 12 MG/ML Topical Solution	DRON:00027365	106307
DRON:00034879	benzoyl peroxide 50 MG/ML Topical Lotion	DRON:00026148	106309
DRON:00034880	benzoyl peroxide 100 MG/ML Topical Lotion	DRON:00026148	106310
DRON:00034881	benzoyl peroxide 100 MG/ML Topical Cream	DRON:00026147	106315
DRON:00034882	isotretinoin 5 MG Oral Capsule	DRON:00020649	106318
DRON:00034883	povidone-iodine 40 MG/ML Medicated Shampoo	DRON:00026081	106333
DRON:00034884	selenium sulfide 25 MG/ML Topical Cream	DRON:00027452	106335
DRON:00034885	ketoconazole 20 MG/ML Medicated Shampoo	DRON:00026073	106336
DRON:00034886	salicylic acid 30 MG/ML / sulfur 50 MG/ML Medicated Shampoo	DRON:00026083	106339
DRON:00034887	lithium succinate 0.08 MG/MG Topical Ointment	DRON:00027367	106343
DRON:00034888	mupirocin 0.02 MG/MG Topical Ointment	DRON:00022591	106346
DRON:00034889	silver sulfadiazine 10 MG/ML Topical Cream	DRON:00026348	106351
DRON:00034890	chlortetracycline 0.03 MG/MG Topical Ointment	DRON:00025343	106353
DRON:00034891	Tetracycline 0.03 MG/MG Topical Ointment	DRON:00023946	106356
DRON:00034892	sulconazole nitrate 10 MG/ML Topical Cream	DRON:00026448	106366
DRON:00034893	undecylenic acid 50 MG/ML / zinc undecylenate 200 MG/ML Topical Spray	DRON:00031464	106368
DRON:00034894	permethrin 50 MG/ML Topical Cream	DRON:00026326	106387
DRON:00034895	chlorhexidine 50 MG/ML Topical Cream	DRON:00026190	106389
DRON:00034896	cetrimide 10 MG/ML Topical Cream	DRON:00026182	106395
DRON:00034897	polynoxylin 100 MG/ML Topical Cream	DRON:00026437	106396
DRON:00034898	aluminum acetate 6.5 MG/ML Topical Lotion	DRON:00027453	106400
DRON:00034899	cetrimide 10 MG/ML Topical Solution	DRON:00021215	106403
DRON:00034900	cetrimide 200 MG/ML Topical Solution	DRON:00021215	106404
DRON:00034901	gentian violet 5 MG/ML Topical Solution	DRON:00022017	106420
DRON:00034902	hexachlorophene 30 MG/ML Topical Cream	DRON:00020446	106422
DRON:00034903	hydrogen peroxide 90 MG/ML Topical Solution	DRON:00022110	106423
DRON:00034904	hydrogen peroxide 120 MG/ML Topical Solution	DRON:00022110	106424
DRON:00034905	hydrogen peroxide 60 MG/ML Mouthwash	DRON:00020339	106425
DRON:00034906	povidone-iodine 0.05 MG/MG Topical Powder	DRON:00025383	106427
DRON:00034907	povidone-iodine 40 MG/ML Topical Solution	DRON:00023923	106429
DRON:00034908	povidone-iodine 0.025 MG/MG Powder Spray	DRON:00027672	106430
DRON:00034909	potassium permanganate 1 MG/ML Topical Solution	DRON:00027371	106431
DRON:00034910	potassium permanganate 0.1 MG/ML Topical Solution	DRON:00027371	106433
DRON:00034911	silver nitrate 5 MG/ML Topical Lotion	DRON:00027372	106434
DRON:00034912	triclosan 10 MG/ML Topical Cream	DRON:00026366	106436
DRON:00034913	zinc sulfate 10 MG/ML Topical Lotion	DRON:00027454	106437
DRON:00034914	hydrogen peroxide 15 MG/ML Topical Cream	DRON:00026270	106442
DRON:00034915	heparinoids 0.003 MG/MG Topical Gel	DRON:00027362	106449
DRON:00034916	heparinoids 3 MG/ML Topical Cream	DRON:00027363	106450
DRON:00034917	purified protein derivative of tuberculin 100000 UNT/ML Injectable Solution	DRON:00024942	106456
DRON:00034918	purified protein derivative of tuberculin 1000 UNT/ML Injectable Solution	DRON:00024942	106457
DRON:00034919	varicella-zoster immune globulin 50 MG/ML Injectable Solution	DRON:00023874	106483
DRON:00034920	Rho(D) immune globulin 1250 UNT/ML Injectable Solution	DRON:00023299	106486
DRON:00034921	Etomidate 125 MG/ML Injectable Solution	DRON:00025812	106492
DRON:00034922	alfentanil 5 MG/ML Injectable Solution	DRON:00020503	106500
DRON:00034923	meptazinol 200 MG Oral Tablet	DRON:00025151	106505
DRON:00034924	papaveretum 15.4 MG/ML / scopolamine 0.4 MG/ML Injectable Solution	DRON:00027375	106507
DRON:00034925	midazolam 2 MG/ML Injectable Solution	DRON:00027219	106517
DRON:00034926	glycopyrrolate 0.5 MG/ML / neostigmine 2.5 MG/ML Injectable Solution	DRON:00027685	106525
DRON:00034927	calcium carbonate 50 MG/ML / kaolin 100 MG/ML Oral Suspension	DRON:00027374	106596
DRON:00034928	phenol 10 MG/ML Topical Solution	DRON:00023920	106618
DRON:00034929	phenol 20 MG/ML Topical Solution	DRON:00023920	106619
DRON:00034930	sodium tetradecyl sulfate 5 MG/ML Injectable Solution	DRON:00024058	106657
DRON:00034931	2 ML ethanolamine oleate 50 MG/ML Injection	DRON:00021835	106675
DRON:00034932	Phenylephrine 50 MG/ML Ophthalmic Solution	DRON:00022960	106686
DRON:00034933	moxisylyte 5 MG/ML Ophthalmic Solution	DRON:00025999	106689
DRON:00034934	epinephrine 5 MG/ML / guanethidine 30 MG/ML Ophthalmic Solution	DRON:00025979	106690
DRON:00034935	epinephrine 2 MG/ML / guanethidine 10 MG/ML Ophthalmic Solution	DRON:00025979	106691
DRON:00034936	epinephrine 5 MG/ML / guanethidine 10 MG/ML Ophthalmic Solution	DRON:00025979	106692
DRON:00034937	epinephrine 1 MG/ML / guanethidine 5 MG/ML Ophthalmic Solution	DRON:00025979	106693
DRON:00034938	epinephrine 0.5 MG/ML / guanethidine 2.5 MG/ML Ophthalmic Solution	DRON:00025979	106694
DRON:00034939	guanethidine 30 MG/ML Ophthalmic Solution	DRON:00026019	106695
DRON:00034940	guanethidine 20 MG/ML Ophthalmic Solution	DRON:00026019	106696
DRON:00034941	guanethidine 10 MG/ML Ophthalmic Solution	DRON:00026019	106697
DRON:00034942	guanethidine 5 MG/ML Ophthalmic Solution	DRON:00026019	106698
DRON:00034943	guanethidine 2.5 MG/ML Ophthalmic Solution	DRON:00026019	106699
DRON:00034944	epinephrine 0.1 MG/ML Ophthalmic Solution	DRON:00021772	106778
DRON:00034945	epinephrine 0.5 MG/ML Ophthalmic Solution	DRON:00021772	106779
DRON:00034946	epinephrine 5 MG/ML Ophthalmic Solution	DRON:00021772	106780
DRON:00034947	acetylcysteine 50 MG/ML Ophthalmic Solution	DRON:00025992	106781
DRON:00034948	Acetylcysteine 100 MG/ML Ophthalmic Solution	DRON:00025992	106782
DRON:00034949	acetylcysteine 200 MG/ML Ophthalmic Solution	DRON:00025992	106783
DRON:00034950	aspirin 500 MG / cyclizine 25 MG Oral Tablet	DRON:00020851	106799
DRON:00034951	scopolamine 1.25 MG/ML Ophthalmic Solution	DRON:00026000	106807
DRON:00034952	scopolamine 5 MG/ML Ophthalmic Solution	DRON:00026000	106808
DRON:00034953	aspirin 500 MG / glycine 133 MG Disintegrating Oral Tablet	DRON:00027377	106809
