curie	label	clinical_drug	rxcui
DRON:00069210	epinephrine 10 MG/ML / guanethidine 50 MG/ML Ophthalmic Solution [Ganda]	DRON:00034503	103237
DRON:00069211	metipranolol 6 MG/ML Ophthalmic Solution [Minims Metipranolol]	DRON:00041098	103240
DRON:00069212	metipranolol 6 MG/ML Ophthalmic Solution [Glauline]	DRON:00041098	103241
DRON:00069213	polyvinyl alcohol 0.014 ML/ML Ophthalmic Solution [Sno-Tears]	DRON:00035120	103249
DRON:00069214	rose bengal 10 MG/ML Ophthalmic Solution [Minims Rose Bengal]	DRON:00045955	103258
DRON:00069215	betamethasone 1 MG/ML Otic Solution [Betnesol]	DRON:00035271	103260
DRON:00069216	betamethasone 1 MG/ML Otic Solution [Vista-methasone]	DRON:00035271	103261
DRON:00069217	prednisolone 5 MG/ML Otic Solution [Predsol]	DRON:00034505	103263
DRON:00069218	Gentamicin Sulfate (USP) 3 MG/ML Otic Solution [Cidomycin]	DRON:00040093	103267
DRON:00069219	Gentamicin Sulfate (USP) 3 MG/ML Otic Solution [Garamycin]	DRON:00040093	103268
DRON:00069220	Gentamicin Sulfate (USP) 3 MG/ML Otic Solution [Genticin]	DRON:00040093	103269
DRON:00069221	Betamethasone 1 MG/ML Nasal Solution [Betnesol]	DRON:00034510	103284
DRON:00069222	Betamethasone 1 MG/ML Nasal Solution [Vista-methasone]	DRON:00034510	103285
DRON:00069223	Cromolyn 20 MG/ML Nasal Solution [Rynacrom]	DRON:00039701	103287
DRON:00069224	Cromolyn Sodium 20 MG/ML Nasal Solution [Rynacrom]	DRON:00057697	103288
DRON:00069225	cromolyn sodium 5.2 MG/ACTUAT Nasal Spray [Rynacrom]	DRON:00058276	103289
DRON:00069226	Mupirocin 0.02 MG/MG Nasal Ointment [Muciprocin Nasal]	DRON:00045502	103306
DRON:00069227	carbenoxolone 0.02 MG/MG Oral Gel [Bioral]	DRON:00036726	103308
DRON:00069228	carbenoxolone 10 MG/ML Mouthwash [Bioplex brand of carbenoxolone sodium]	DRON:00035124	103309
DRON:00069229	chlorhexidine gluconate 0.01 MG/MG Oral Gel [Corsodyl]	DRON:00057821	103323
DRON:00069230	tetracaine 10 MG/ML Topical Cream [Anethaine]	DRON:00046136	103388
DRON:00069231	dibucaine 0.011 MG/MG Topical Ointment [Nupercainal]	DRON:00035007	103394
DRON:00069232	hydrocortisone 1 MG/ML Topical Cream [Dioderm]	DRON:00034864	103396
DRON:00069233	Hydrocortisone 1.25 MG/ML Topical Cream [Dome-Cort]	DRON:00034513	103398
DRON:00069234	hydrocortisone 10 MG/ML Topical Cream [Hydrocortistab]	DRON:00034866	103399
DRON:00069235	beclomethasone dipropionate 0.00025 MG/MG Topical Ointment [Beconase]	DRON:00061504	103413
DRON:00069236	beclomethasone dipropionate 0.00025 MG/MG Topical Ointment [Propaderm A]	DRON:00061504	103414
DRON:00069237	beclomethasone dipropionate 0.25 MG/ML Topical Cream [Propaderm C]	DRON:00061537	103415
DRON:00069238	beclomethasone dipropionate 0.00025 MG/MG Topical Ointment [Propaderm C]	DRON:00061504	103416
DRON:00069239	betamethasone 1 MG/ML Topical Lotion [Betnovate]	DRON:00035350	103419
DRON:00069240	betamethasone 0.25 MG/ML Topical Cream [Betnovate RD]	DRON:00038901	103422
DRON:00069241	betamethasone 0.00025 MG/MG Topical Ointment [Betnovate RD]	DRON:00044152	103423
DRON:00069242	betamethasone 1 MG/ML Topical Cream [Betnovate]	DRON:00035349	103426
DRON:00069243	betamethasone 0.001 MG/MG Topical Ointment [Betnovate]	DRON:00035351	103427
DRON:00069244	clobetasol propionate 0.5 MG/ML Topical Cream [Dermovate]	DRON:00059348	103430
DRON:00069245	clobetasol propionate 0.0005 MG/MG Topical Ointment [Dermovate]	DRON:00059334	103431
DRON:00069246	clobetasone butyrate 0.5 MG/ML Topical Cream [Eumovate]	DRON:00039538	103437
DRON:00069247	clobetasone butyrate 0.0005 MG/MG Topical Ointment [Eumovate]	DRON:00049943	103438
DRON:00069248	desonide 0.5 MG/ML Topical Cream [Tridesilon]	DRON:00047279	103439
DRON:00069249	desoximetasone 0.0005 MG/MG Topical Ointment [Stiedex LP]	DRON:00035074	103443
DRON:00069250	diflucortolone 1 MG/ML Topical Cream [Nerisone]	DRON:00035181	103444
DRON:00069251	diflucortolone 0.001 MG/MG Topical Ointment [Nerisone]	DRON:00035182	103445
DRON:00069252	diflucortolone 0.003 MG/MG Topical Ointment [Nerisone]	DRON:00035075	103446
DRON:00069253	fluclorolone 0.25 MG/ML Topical Cream [Topilar]	DRON:00035183	103448
DRON:00069254	fluclorolone 0.00025 MG/MG Topical Ointment [Topilar]	DRON:00035184	103449
DRON:00069255	fluocinonide 0.5 MG/ML Topical Lotion [Metosyn]	DRON:00044933	103458
DRON:00069256	flurandrenolide 0.125 MG/ML Topical Cream [Haelan]	DRON:00039376	103463
DRON:00069257	flurandrenolide 0.000125 MG/MG Topical Ointment [Haelan]	DRON:00039377	103464
DRON:00069258	flurandrenolide 0.5 MG/ML Topical Cream [Haelan-X]	DRON:00035568	103465
DRON:00069259	flurandrenolide 0.0005 MG/MG Topical Ointment [Haelan-X]	DRON:00035570	103466
DRON:00069260	budesonide 0.25 MG/ML Topical Cream [Preferid]	DRON:00035160	103472
DRON:00069261	budesonide 0.00025 MG/MG Topical Ointment [Preferid]	DRON:00035161	103473
DRON:00069262	coal tar 20 MG/ML Topical Cream [Carbo-Dome]	DRON:00044528	103475
DRON:00069263	coal tar 10 MG/ML Topical Cream [Clinitar]	DRON:00041583	103476
DRON:00069264	coal tar 0.05 MG/MG Topical Gel [Gelcosal]	DRON:00044531	103480
DRON:00069265	bufexamac 50 MG/ML Topical Cream [Jomax]	DRON:00035076	103485
DRON:00069266	Anthralin 1 MG/ML Topical Cream [Dithrocream]	DRON:00035324	103490
DRON:00069267	Anthralin 2.5 MG/ML Topical Cream [Dithrocream]	DRON:00037726	103491
DRON:00069268	Anthralin 5 MG/ML Topical Cream [Dithrocream Forte]	DRON:00035325	103492
DRON:00069269	Anthralin 10 MG/ML Topical Cream [Dithrocream HP]	DRON:00035326	103493
DRON:00069270	Anthralin 20 MG/ML Topical Cream [Dithrocream]	DRON:00036716	103495
DRON:00069271	anthralin 10 MG/ML Topical Cream [Exolan]	DRON:00035326	103496
DRON:00069272	benzoyl peroxide 0.025 MG/MG Topical Gel [Acetoxyl]	DRON:00044136	103500
DRON:00069273	benzoyl peroxide 0.05 MG/MG Topical Gel [Acetoxyl]	DRON:00044141	103501
DRON:00069274	benzoyl peroxide 0.05 MG/MG Topical Gel [Acnegel]	DRON:00044141	103502
DRON:00069275	benzoyl peroxide 0.1 MG/MG Topical Gel [Acnegel Forte]	DRON:00053514	103503
DRON:00069276	benzoyl peroxide 0.05 MG/MG Topical Gel [Theraderm]	DRON:00044141	103511
DRON:00069277	benzoyl peroxide 0.1 MG/MG Topical Gel [Theraderm]	DRON:00053514	103512
DRON:00069278	erythromycin 20 MG/ML Topical Lotion [Stiemycin]	DRON:00034524	103519
DRON:00069279	salicylic acid 0.5 MG/MG Topical Ointment [Verrugon]	DRON:00035141	103524
DRON:00069280	glutaral 100 MG/ML Topical Solution [Glutarol]	DRON:00041891	103526
DRON:00069281	glutaral 0.1 MG/MG Topical Gel [Verucasep]	DRON:00041575	103527
DRON:00069282	podofilox 5 MG/ML Topical Solution [Wartec]	DRON:00054362	103528
DRON:00069283	podofilox 5 MG/ML Topical Solution [Condyline]	DRON:00054362	103529
DRON:00069284	lithium succinate 0.08 MG/MG Topical Ointment [Efalith]	DRON:00034887	103569
DRON:00069285	mupirocin 0.02 MG/MG Topical Ointment [Bactroban]	DRON:00034888	103570
DRON:00069286	fusidate 20 MG/ML Topical Cream [Fucidin]	DRON:00054809	103574
DRON:00069287	fusidate 0.02 MG/MG Topical Gel [Fucidin]	DRON:00054824	103575
DRON:00069288	fusidate 0.02 MG/MG Topical Ointment [Fucidin]	DRON:00054811	103577
DRON:00069289	Gentamicin Sulfate (USP) 3 MG/ML Topical Cream [Genticin]	DRON:00041555	103579
DRON:00069290	Gentamicin Sulfate (USP) 3 MG/ML Topical Cream [Cidomycin]	DRON:00041555	103580
DRON:00069291	Gentamicin Sulfate (USP) 0.003 MG/MG Topical Ointment [Cidomycin]	DRON:00041582	103581
DRON:00069292	clotrimazole 0.01 MG/MG Topical Powder [Canesten]	DRON:00043100	103584
DRON:00069293	econazole nitrate 10 MG/ML Topical Lotion [Pevaryl]	DRON:00058887	103585
DRON:00069294	econazole 0.01 MG/MG Powder Spray [Pevaryl]	DRON:00035146	103586
DRON:00069295	tioconazole 280 MG/ML Topical Solution [Trosyl]	DRON:00041207	103595
DRON:00069296	amorolfine 2.5 MG/ML Topical Cream [Loceryl]	DRON:00035149	103598
DRON:00069297	carbaryl 5 MG/ML Topical Lotion [Carylderm]	DRON:00041525	103603
DRON:00069298	carbaryl 5 MG/ML Topical Lotion [Clinicide]	DRON:00041525	103605
DRON:00069299	carbaryl 5 MG/ML Topical Lotion [Suleo-C]	DRON:00041525	103606
DRON:00069300	lindane 10 MG/ML Topical Cream [lorexane]	DRON:00035079	103611
DRON:00069301	malathion 5 MG/ML Topical Lotion [Prioderm]	DRON:00037362	103617
DRON:00069302	monosulfiram 250 MG/ML Topical Solution [Tetmosol]	DRON:00039652	103620
DRON:00069303	phenothrin 2 MG/ML Topical Lotion [Full Marks]	DRON:00035153	103625
DRON:00069304	permethrin 10 MG/ML Medicated Shampoo [Lyclear]	DRON:00041353	103626
DRON:00069305	polynoxylin 100 MG/ML Topical Cream [Anaflex]	DRON:00034897	103629
DRON:00069306	dibrompropamidine 1.5 MG/ML Topical Cream [Brulidine]	DRON:00053804	103630
DRON:00069307	cetrimide 5 MG/ML Topical Cream [Cetavlex]	DRON:00039542	103631
DRON:00069308	polynoxylin 0.1 MG/MG Topical Gel [Ponoxylan]	DRON:00036967	103633
DRON:00069309	chlorhexidine gluconate 40 MG/ML Topical Solution [Hibiscrub]	DRON:00057811	103640
DRON:00069310	chlorhexidine gluconate 5 MG/ML Topical Solution [Hibisol]	DRON:00057801	103641
DRON:00069311	chlorhexidine gluconate 10 MG/ML Topical Cream [Hibitane Obstetric]	DRON:00057817	103644
DRON:00069312	chlorhexidine gluconate 40 MG/ML Topical Solution [pHiso-Med]	DRON:00057811	103646
DRON:00069313	chloroxylenol 13 MG/ML Topical Lotion [Dettol]	DRON:00053805	103664
DRON:00069314	povidone-iodine 0.025 MG/MG Powder Spray [Betadine]	DRON:00034908	103667
DRON:00069315	povidone-iodine 40 MG/ML Medicated Liquid Soap [Betadine]	DRON:00053806	103668
DRON:00069316	povidone-iodine 100 MG/ML Topical Solution [Videne]	DRON:00045844	103670
DRON:00069317	sodium chloride 0.154 MEQ/ML Topical Solution [Normasol]	DRON:00036603	103671
DRON:00069318	sodium chloride 0.154 MEQ/ML Topical Solution [Steripod Blue]	DRON:00036603	103672
DRON:00069319	Triclosan 20 MG/ML Topical Solution [Ster-Zac-bath]	DRON:00041578	103673
DRON:00069320	aluminum chloride 200 MG/ML Topical Solution [Anhydrol Forte]	DRON:00043838	103676
DRON:00069321	aluminum chloride 190 MG/ML Topical Cream [Hyperdrol]	DRON:00035020	103678
DRON:00069322	benzoyl peroxide 200 MG/ML Topical Lotion [Benoxyl]	DRON:00039350	103681
DRON:00069323	hydrogen peroxide 15 MG/ML Topical Cream [Hioxyl]	DRON:00034914	103682
DRON:00069324	Levorphanol 2 MG/ML Injectable Solution [Dromoran]	DRON:00045305	103747
DRON:00069325	papaveretum 10 MG Oral Tablet [Omnopon]	DRON:00034531	103749
DRON:00069326	papaveretum 20 MG/ML Injectable Solution [Omnopon]	DRON:00036828	103750
DRON:00069327	papaveretum 10 MG/ML Injectable Solution [Omnopon]	DRON:00036827	103751
DRON:00069328	Droperidol 5 MG/ML Injectable Solution [Dehydrobenzperidol]	DRON:00037079	103756
DRON:00069329	ibuprofen 50 MG/ML Topical Cream [Proflex]	DRON:00035116	103773
DRON:00069330	Triclosan 10 MG/ML Topical Cream [Triclosept]	DRON:00034912	103775
DRON:00069331	carteolol 10 MG Oral Tablet [Cartrol]	DRON:00034532	103782
DRON:00069332	isotretinoin 0.0005 MG/MG Topical Gel [Isotrex]	DRON:00035008	103786
DRON:00069333	chlorhexidine acetate 0.5 MG/ML Topical Solution [Steripod Pink]	DRON:00059069	103795
DRON:00069334	benzoyl peroxide 0.05 MG/MG Topical Gel [Acnecide]	DRON:00044141	103798
DRON:00069335	benzoyl peroxide 0.1 MG/MG Topical Gel [Acnecide]	DRON:00053514	103799
DRON:00069336	dibromopropamidine isethionate 1 MG/ML Ophthalmic Solution [Golden Eye]	DRON:00058710	103812
DRON:00069337	dibromopropamidine isethionate 0.0015 MG/MG Ophthalmic Ointment [Golden Eye]	DRON:00058709	103813
DRON:00069338	cetrimide 1.5 MG/ML / chlorhexidine gluconate 0.15 MG/ML Topical Solution [Tisept]	DRON:00057807	103816
DRON:00069339	cetrimide 5 MG/ML / chlorhexidine gluconate 0.5 MG/ML Topical Solution [Tisept]	DRON:00057812	103817
DRON:00069340	24 HR Nicotine 0.292 MG/HR Transdermal Patch [Nicabate]	DRON:00035758	103819
DRON:00069341	24 HR Nicotine 0.583 MG/HR Transdermal Patch [Nicabate]	DRON:00035756	103820
DRON:00069342	24 HR Nicotine 0.875 MG/HR Transdermal Patch [Nicabate]	DRON:00035757	103821
DRON:00069343	chlorhexidine gluconate 200 MG/ML Topical Solution [Hibitane]	DRON:00057813	103831
DRON:00069344	econazole nitrate 0.01 MG/MG Topical Powder [Pevaryl]	DRON:00058912	103840
DRON:00069345	naproxen 500 MG Oral Tablet [Timpron]	DRON:00035747	103842
DRON:00069346	povidone-iodine 0.0114 MG/MG Powder Spray [Savlon Dry]	DRON:00035204	103844
DRON:00069347	Gentamicin Sulfate (USP) 0.003 MG/MG Ophthalmic Ointment [Cidomycin]	DRON:00044971	103847
DRON:00069348	apomorphine 10 MG/ML Injectable Solution [Britaject]	DRON:00037065	103860
DRON:00069349	oxitropium 0.1 MG/ACTUAT Inhalant Solution [Oxivent]	DRON:00041651	103862
DRON:00069350	timolol 2.5 MG/ML Ophthalmic Solution [Glaucol]	DRON:00035929	103864
DRON:00069351	timolol 5 MG/ML Ophthalmic Solution [Glaucol]	DRON:00046224	103865
DRON:00069352	amoxicillin 250 MG Oral Capsule [Galenamox TP]	DRON:00043898	103868
DRON:00069353	amoxicillin 500 MG Oral Capsule [Galenamox TP]	DRON:00043902	103869
DRON:00069354	Clarithromycin 50 MG/ML Injectable Suspension [Klaricid IV]	DRON:00042084	103870
DRON:00069355	minocycline 50 MG Oral Capsule [Aknemin]	DRON:00035731	103872
DRON:00069356	minocycline 100 MG Oral Capsule [Aknemin]	DRON:00035730	103873
DRON:00069357	Sumatriptan 12 MG/ML Injectable Solution [Imigran]	DRON:00046099	103874
DRON:00069358	celiprolol 400 MG Oral Tablet [Celectol]	DRON:00035186	103877
DRON:00069359	tenoxicam 10 MG/ML Injectable Solution [Mobiflex]	DRON:00034541	103895
DRON:00069360	papaveretum 15.4 MG/ML Injectable Solution [Omnopon]	DRON:00034542	103898
DRON:00069361	rifabutin 150 MG Oral Capsule [Mycobutin]	DRON:00035858	103899
DRON:00069362	24 HR Nicotine 0.458 MG/HR Transdermal Patch [Niconil]	DRON:00045554	103900
DRON:00069363	24 HR Nicotine 0.917 MG/HR Transdermal Patch [Niconil]	DRON:00045555	103901
DRON:00069364	Leucovorin 10 MG/ML Injectable Solution [Lederfolin]	DRON:00045295	103906
DRON:00069365	naproxen 250 MG Oral Tablet [Timpron]	DRON:00035746	103907
DRON:00069366	granisetron 1 MG Oral Tablet [Kytril]	DRON:00045025	103909
DRON:00069367	carbamazepine 100 MG Oral Tablet [Epimaz]	DRON:00035372	103910
DRON:00069368	carbamazepine 200 MG Oral Tablet [Epimaz]	DRON:00044293	103911
DRON:00069369	carbamazepine 400 MG Oral Tablet [Epimaz]	DRON:00035099	103912
DRON:00069370	fosfomycin 2000 MG Oral Suspension [Monuril Paediatric]	DRON:00053807	103916
DRON:00069371	fluvastatin 20 MG Oral Capsule [Lescol]	DRON:00044944	103918
DRON:00069372	fluvastatin 40 MG Oral Capsule [Lescol]	DRON:00044945	103919
DRON:00069373	fenofibrate 200 MG Oral Capsule [Lipantil Micro]	DRON:00044895	103920
DRON:00069374	morphine sulfate 6.67 MG/ML Oral Suspension [MST Continus]	DRON:00060198	103927
DRON:00069375	amiloride hydrochloride 2.5 MG / furosemide 20 MG Oral Tablet [Aridil]	DRON:00061774	103932
DRON:00069376	amiloride hydrochloride 5 MG / furosemide 40 MG Oral Tablet [Aridil]	DRON:00061778	103933
DRON:00069377	amiloride hydrochloride 10 MG / furosemide 80 MG Oral Tablet [Aridil]	DRON:00061756	103934
DRON:00069378	ciprofloxacin 3 MG/ML Ophthalmic Solution [Ciloxan]	DRON:00044483	103943
DRON:00069379	12 HR nifedipine 20 MG Extended Release Oral Tablet [Cardilate MR]	DRON:00052867	103944
DRON:00069380	quinapril 40 MG Oral Tablet [Accupro]	DRON:00046557	103945
DRON:00069381	terfenadine 60 MG Oral Tablet [Terfinax]	DRON:00035089	103955
DRON:00069382	alprostadil 0.02 MG Injection [Caverject]	DRON:00038361	103956
DRON:00069383	loperamide hydrochloride 2 MG Oral Capsule [LoperaGen]	DRON:00061787	103959
DRON:00069384	hydrochlorothiazide 12.5 MG / lisinopril 10 MG Oral Tablet [Carace Plus]	DRON:00035657	103966
DRON:00069385	aspirin 300 MG Delayed Release Oral Tablet [postMI]	DRON:00034672	103967
DRON:00069386	tramadol hydrochloride 50 MG/ML Injectable Solution [Zydol]	DRON:00058234	103970
DRON:00069387	tramadol hydrochloride 50 MG Oral Capsule [Zydol]	DRON:00057909	103971
DRON:00069388	ibuprofen 50 MG/ML Topical Cream [Proflex Pain Relief]	DRON:00035116	103972
DRON:00069389	zolpidem tartrate 5 MG Oral Tablet [Stilnoct]	DRON:00058656	103976
DRON:00069390	urofollitropin 150 UNT/ML Injectable Solution [Orgafol]	DRON:00046283	103977
DRON:00069391	isosorbide mononitrate 50 MG Extended Release Oral Tablet [MCR (Mono-Cedocard Retard)]	DRON:00037769	103983
DRON:00069392	dicyclomine hydrochloride 10 MG Oral Tablet [Merbentyl]	DRON:00061938	104038
DRON:00069393	dicyclomine hydrochloride 20 MG Oral Tablet [Merbentyl]	DRON:00061892	104040
DRON:00069394	mepenzolate 25 MG Oral Tablet [Cantil]	DRON:00035683	104044
DRON:00069395	pipenzolate 5 MG Oral Tablet [Piptal]	DRON:00034558	104045
DRON:00069396	poldine 2 MG Oral Tablet [Nacton]	DRON:00041791	104049
DRON:00069397	poldine 4 MG Oral Tablet [Nacton Forte]	DRON:00034559	104050
DRON:00069398	propantheline 15 MG Oral Tablet [Probanthine]	DRON:00035837	104052
DRON:00069399	alverine 60 MG Oral Capsule [Spasmonal]	DRON:00034560	104054
DRON:00069400	mebeverine 135 MG Oral Tablet [Fomac]	DRON:00036823	104057
DRON:00069401	cimetidine 200 MG Oral Tablet [Tagamet]	DRON:00035416	104062
DRON:00069402	cimetidine 400 MG Oral Tablet [Tagamet]	DRON:00035418	104063
DRON:00069403	cimetidine 800 MG Oral Tablet [Tagamet]	DRON:00035419	104064
DRON:00069404	cimetidine 200 MG Chewable Tablet [Dyspamet]	DRON:00046865	104066
DRON:00069405	cimetidine 40 MG/ML Oral Suspension [Dyspamet]	DRON:00041585	104067
DRON:00069406	cimetidine 200 MG Oral Tablet [Galenamet]	DRON:00035416	104068
DRON:00069407	cimetidine 400 MG Oral Tablet [Galenamet]	DRON:00035418	104070
DRON:00069408	cimetidine 800 MG Oral Tablet [Galenamet]	DRON:00035419	104071
DRON:00069409	Cimetidine 2 MG/ML Oral Solution [Tagamet]	DRON:00034561	104073
DRON:00069410	cimetidine 200 MG Oral Tablet [Peptimax 200]	DRON:00035416	104074
DRON:00069411	cimetidine 200 MG Oral Tablet [Phimetin]	DRON:00035416	104075
DRON:00069412	cimetidine 400 MG Oral Tablet [Peptimax 400]	DRON:00035418	104076
DRON:00069413	cimetidine 400 MG Oral Tablet [Phimetin]	DRON:00035418	104077
DRON:00069414	cimetidine 800 MG Oral Tablet [Peptimax 800]	DRON:00035419	104078
DRON:00069415	cimetidine 800 MG Oral Tablet [Phimetin]	DRON:00035419	104079
DRON:00069416	cimetidine 200 MG Oral Tablet [Zita]	DRON:00035416	104080
DRON:00069417	cimetidine 400 MG Oral Tablet [Zita]	DRON:00035418	104081
DRON:00069418	cimetidine 800 MG Oral Tablet [Zita]	DRON:00035419	104082
DRON:00069419	cimetidine 200 MG Oral Tablet [Ultec]	DRON:00035416	104083
DRON:00069420	ranitidine 25 MG/ML Injectable Solution [Zantac]	DRON:00045919	104084
DRON:00069421	ranitidine 1.68 MG/ML Oral Solution [Zantac]	DRON:00053808	104086
DRON:00069422	bismuth subcitrate 120 MG Oral Tablet [De-Nol]	DRON:00036897	104088
DRON:00069423	sucralfate 1000 MG Oral Tablet [Antepsin]	DRON:00046572	104089
DRON:00069424	sucralfate 200 MG/ML Oral Suspension [Antepsin]	DRON:00040064	104090
DRON:00069425	famotidine 20 MG Oral Tablet [Pepcid]	DRON:00044891	104094
DRON:00069426	famotidine 40 MG Oral Tablet [Pepcid]	DRON:00043634	104095
DRON:00069427	nizatidine 150 MG Oral Capsule [Axid]	DRON:00045595	104096
DRON:00069428	nizatidine 300 MG Oral Capsule [Axid]	DRON:00035768	104097
DRON:00069429	misoprostol 0.2 MG Oral Tablet [Cytotec]	DRON:00046777	104098
DRON:00069430	omeprazole 20 MG Delayed Release Oral Capsule [Losec]	DRON:00035778	104099
DRON:00069431	mesalamine 400 MG Delayed Release Oral Tablet [Asacol]	DRON:00045408	104112
DRON:00069432	mesalamine 250 MG Extended Release Oral Tablet [Pentasa]	DRON:00041445	104114
DRON:00069433	mesalamine 250 MG Delayed Release Oral Tablet [Canasa]	DRON:00036751	104115
DRON:00069434	sulfasalazine 500 MG Rectal Suppository [Azulfidine]	DRON:00041484	104118
DRON:00069435	sulfasalazine 30 MG/ML Enema [Azulfidine]	DRON:00034564	104119
DRON:00069436	sulfasalazine 50 MG/ML Oral Suspension [Azulfidine]	DRON:00034563	104120
DRON:00069437	methylcellulose 500 MG Oral Tablet [Celevac]	DRON:00036244	104134
DRON:00069438	picosulfate sodium 0.0667 MG/ML Oral Solution [Picolax]	DRON:00034566	104141
DRON:00069439	bisacodyl 5 MG Rectal Suppository [Dulcolax]	DRON:00046410	104157
DRON:00069440	oxyphenisatin 50 MG Enema [Veripaque]	DRON:00034570	104158
DRON:00069441	sodium phosphate, monobasic 1720 MG Rectal Suppository [Carbalax]	DRON:00034571	104159
DRON:00069442	prednisolone 0.2 MG/ML Enema [Predenema]	DRON:00041625	104171
DRON:00069443	prednisolone 0.2 MG/ML Enema [Predsol]	DRON:00041625	104172
DRON:00069444	prednisolone 5 MG Rectal Suppository [Predsol]	DRON:00041626	104173
DRON:00069445	prednisolone 20 MG Enema [Predfoam]	DRON:00050681	104174
DRON:00069446	chenodeoxycholate 250 MG Oral Tablet [Chendol]	DRON:00054789	104184
DRON:00069447	chenodeoxycholate 250 MG Oral Tablet [Chenofalk]	DRON:00054789	104185
